key,Date,Hour,power,temperature
20181203:22,2018-12-03,22,5901,-0.9
20181203:23,2018-12-03,23,5422,-1.5
20181204:0,2018-12-04,0,5095,-1.7
20181204:1,2018-12-04,1,4897,-1.7
20181204:2,2018-12-04,2,4804,-2.0
20181204:3,2018-12-04,3,4777,-2.2
20181204:4,2018-12-04,4,4838,-2.9
20181204:5,2018-12-04,5,5046,-3.5
20181204:6,2018-12-04,6,5572,-3.6
20181204:7,2018-12-04,7,6205,-3.6
20181204:8,2018-12-04,8,6393,-4.0
20181204:9,2018-12-04,9,6430,-4.0
20181204:10,2018-12-04,10,6476,-3.7
20181204:11,2018-12-04,11,6459,-2.9
20181204:12,2018-12-04,12,6391,-1.9
20181204:13,2018-12-04,13,6384,-0.9
20181204:14,2018-12-04,14,6361,-0.4
20181204:15,2018-12-04,15,6416,-0.2
20181204:16,2018-12-04,16,6581,-0.5
20181204:17,2018-12-04,17,6951,-1.8
20181204:18,2018-12-04,18,6924,-2.3
20181204:19,2018-12-04,19,6835,-2.4
20181204:20,2018-12-04,20,6690,-2.8
20181204:21,2018-12-04,21,6432,-3.1
20181204:22,2018-12-04,22,5958,-3.5
20181204:23,2018-12-04,23,5536,-4.7
20181205:0,2018-12-05,0,5228,-4.8
20181205:1,2018-12-05,1,5032,-6.2
20181205:2,2018-12-05,2,4923,-5.2
20181205:3,2018-12-05,3,4878,-5.7
20181205:4,2018-12-05,4,4962,-6.3
20181205:5,2018-12-05,5,5168,-7.5
20181205:6,2018-12-05,6,5676,-6.9
20181205:7,2018-12-05,7,6258,-5.7
20181205:8,2018-12-05,8,6381,-5.6
20181205:9,2018-12-05,9,6451,-4.1
20181205:10,2018-12-05,10,6441,-2.3
20181205:11,2018-12-05,11,6426,-0.6
20181205:12,2018-12-05,12,6400,0.6
20181205:13,2018-12-05,13,6454,1.1
20181205:14,2018-12-05,14,6473,1.4
20181205:15,2018-12-05,15,6559,0.9
20181205:16,2018-12-05,16,6741,0.6
20181205:17,2018-12-05,17,6987,-0.7
20181205:18,2018-12-05,18,6920,0.0
20181205:19,2018-12-05,19,6824,-0.2
20181205:20,2018-12-05,20,6649,-0.5
20181205:21,2018-12-05,21,6404,-0.2
20181205:22,2018-12-05,22,5960,-0.3
20181205:23,2018-12-05,23,5543,-0.4
20181206:0,2018-12-06,0,5176,-0.5
20181206:1,2018-12-06,1,4995,-0.7
20181206:2,2018-12-06,2,4831,-1.2
20181206:3,2018-12-06,3,4782,-1.1
20181206:4,2018-12-06,4,4846,-1.4
20181206:5,2018-12-06,5,5080,-1.7
20181206:6,2018-12-06,6,5591,-2.3
20181206:7,2018-12-06,7,6193,-2.3
20181206:8,2018-12-06,8,6356,-2.3
20181206:9,2018-12-06,9,6421,-1.3
20181206:10,2018-12-06,10,6430,1.0
20181206:11,2018-12-06,11,6559,1.3
20181206:12,2018-12-06,12,6607,1.9
20181206:13,2018-12-06,13,6623,2.0
20181206:14,2018-12-06,14,6608,1.5
20181206:15,2018-12-06,15,6658,0.4
20181206:16,2018-12-06,16,6804,0.6
20181206:17,2018-12-06,17,7027,0.1
20181206:18,2018-12-06,18,6951,-0.3
20181206:19,2018-12-06,19,6871,-0.6
20181206:20,2018-12-06,20,6712,-1.4
20181206:21,2018-12-06,21,6498,-2.4
20181206:22,2018-12-06,22,6100,-2.7
20181206:23,2018-12-06,23,5652,-3.6
20181207:0,2018-12-07,0,5296,-3.6
20181207:1,2018-12-07,1,5091,-3.5
20181207:2,2018-12-07,2,4995,-4.6
20181207:3,2018-12-07,3,4980,-5.2
20181207:4,2018-12-07,4,5050,-6.0
20181207:5,2018-12-07,5,5309,-7.7
20181207:6,2018-12-07,6,5832,-8.7
20181207:7,2018-12-07,7,6378,-9.2
20181207:8,2018-12-07,8,6540,-8.7
20181207:9,2018-12-07,9,6634,-8.4
20181207:10,2018-12-07,10,6596,-7.4
20181207:11,2018-12-07,11,6627,-5.9
20181207:12,2018-12-07,12,6597,-4.9
20181207:13,2018-12-07,13,6565,-4.5
20181207:14,2018-12-07,14,6570,-4.4
20181207:15,2018-12-07,15,6627,-4.0
20181207:16,2018-12-07,16,6827,-4.2
20181207:17,2018-12-07,17,7043,-4.5
20181207:18,2018-12-07,18,6960,-4.7
20181207:19,2018-12-07,19,6851,-4.6
20181207:20,2018-12-07,20,6705,-4.3
20181207:21,2018-12-07,21,6467,-4.1
20181207:22,2018-12-07,22,6096,-4.2
20181207:23,2018-12-07,23,5643,-3.9
20181208:0,2018-12-08,0,5304,-3.6
20181208:1,2018-12-08,1,5068,-3.2
20181208:2,2018-12-08,2,4980,-3.3
20181208:3,2018-12-08,3,4915,-3.4
20181208:4,2018-12-08,4,4907,-3.9
20181208:5,2018-12-08,5,4979,-4.1
20181208:6,2018-12-08,6,5171,-4.1
20181208:7,2018-12-08,7,5449,-5.4
20181208:8,2018-12-08,8,5714,-5.0
20181208:9,2018-12-08,9,5938,-3.1
20181208:10,2018-12-08,10,6025,-2.2
20181208:11,2018-12-08,11,6069,-0.8
20181208:12,2018-12-08,12,5979,-1.5
20181208:13,2018-12-08,13,5941,-0.2
20181208:14,2018-12-08,14,5888,-0.5
20181208:15,2018-12-08,15,5956,-0.7
20181208:16,2018-12-08,16,6233,-1.1
20181208:17,2018-12-08,17,6447,-1.4
20181208:18,2018-12-08,18,6395,-1.9
20181208:19,2018-12-08,19,6299,-3.0
20181208:20,2018-12-08,20,6168,-3.2
20181208:21,2018-12-08,21,5970,-2.3
20181208:22,2018-12-08,22,5692,-2.1
20181208:23,2018-12-08,23,5351,-2.3
20181209:0,2018-12-09,0,5068,-2.5
20181209:1,2018-12-09,1,4859,-2.7
20181209:2,2018-12-09,2,4668,-3.0
20181209:3,2018-12-09,3,4593,-3.3
20181209:4,2018-12-09,4,4591,-3.5
20181209:5,2018-12-09,5,4694,-5.6
20181209:6,2018-12-09,6,4807,-6.0
20181209:7,2018-12-09,7,5021,-5.9
20181209:8,2018-12-09,8,5265,-6.3
20181209:9,2018-12-09,9,5438,-4.7
20181209:10,2018-12-09,10,5554,-2.4
20181209:11,2018-12-09,11,5585,-1.0
20181209:12,2018-12-09,12,5606,0.0
20181209:13,2018-12-09,13,5619,0.3
20181209:14,2018-12-09,14,5640,0.8
20181209:15,2018-12-09,15,5782,0.0
20181209:16,2018-12-09,16,6098,-1.0
20181209:17,2018-12-09,17,6536,-1.9
20181209:18,2018-12-09,18,6534,-1.7
20181209:19,2018-12-09,19,6407,-1.9
20181209:20,2018-12-09,20,6251,-1.8
20181209:21,2018-12-09,21,6039,-1.4
20181209:22,2018-12-09,22,5710,-1.1
20181209:23,2018-12-09,23,5334,-0.9
20181210:0,2018-12-10,0,5040,-0.8
20181210:1,2018-12-10,1,4854,-0.9
20181210:2,2018-12-10,2,4732,-1.0
20181210:3,2018-12-10,3,4657,-0.8
20181210:4,2018-12-10,4,4700,-0.7
20181210:5,2018-12-10,5,4998,-0.8
20181210:6,2018-12-10,6,5556,-0.7
20181210:7,2018-12-10,7,6175,-0.4
20181210:8,2018-12-10,8,6379,-0.3
20181210:9,2018-12-10,9,6486,0.0
20181210:10,2018-12-10,10,6582,0.4
20181210:11,2018-12-10,11,6624,0.9
20181210:12,2018-12-10,12,6623,0.7
20181210:13,2018-12-10,13,6640,1.2
20181210:14,2018-12-10,14,6671,0.8
20181210:15,2018-12-10,15,6725,0.6
20181210:16,2018-12-10,16,6918,0.4
20181210:17,2018-12-10,17,7085,0.2
20181210:18,2018-12-10,18,7001,0.6
20181210:19,2018-12-10,19,6901,0.1
20181210:20,2018-12-10,20,6732,0.2
20181210:21,2018-12-10,21,6463,0.1
20181210:22,2018-12-10,22,6026,-0.3
20181210:23,2018-12-10,23,5525,-0.6
20181211:0,2018-12-11,0,5150,-0.6
20181211:1,2018-12-11,1,4935,-1.4
20181211:2,2018-12-11,2,4820,-2.3
20181211:3,2018-12-11,3,4787,-3.0
20181211:4,2018-12-11,4,4841,-3.3
20181211:5,2018-12-11,5,5070,-3.0
20181211:6,2018-12-11,6,5587,-2.6
20181211:7,2018-12-11,7,6222,-2.4
20181211:8,2018-12-11,8,6434,-1.9
20181211:9,2018-12-11,9,6520,-1.9
20181211:10,2018-12-11,10,6620,-1.8
20181211:11,2018-12-11,11,6677,-1.8
20181211:12,2018-12-11,12,6673,-1.5
20181211:13,2018-12-11,13,6698,-1.4
20181211:14,2018-12-11,14,6679,-1.4
20181211:15,2018-12-11,15,6696,-1.5
20181211:16,2018-12-11,16,6869,-1.4
20181211:17,2018-12-11,17,7061,-1.5
20181211:18,2018-12-11,18,7001,-1.3
20181211:19,2018-12-11,19,6935,-1.1
20181211:20,2018-12-11,20,6778,-0.9
20181211:21,2018-12-11,21,6476,-0.7
20181211:22,2018-12-11,22,6033,-0.6
20181211:23,2018-12-11,23,5548,-0.4
20181212:0,2018-12-12,0,5212,-0.6
20181212:1,2018-12-12,1,5017,-0.2
20181212:2,2018-12-12,2,4905,0.0
20181212:3,2018-12-12,3,4851,0.2
20181212:4,2018-12-12,4,4887,0.1
20181212:5,2018-12-12,5,5138,-0.2
20181212:6,2018-12-12,6,5638,-0.5
20181212:7,2018-12-12,7,6224,-0.8
20181212:8,2018-12-12,8,6373,-0.5
20181212:9,2018-12-12,9,6456,-0.4
20181212:10,2018-12-12,10,6561,-0.2
20181212:11,2018-12-12,11,6643,0.3
20181212:12,2018-12-12,12,6702,0.0
20181212:13,2018-12-12,13,6751,0.0
20181212:14,2018-12-12,14,6667,0.8
20181212:15,2018-12-12,15,6680,0.9
20181212:16,2018-12-12,16,6883,1.0
20181212:17,2018-12-12,17,7062,1.1
20181212:18,2018-12-12,18,6989,1.1
20181212:19,2018-12-12,19,6863,1.0
20181212:20,2018-12-12,20,6716,0.8
20181212:21,2018-12-12,21,6473,0.8
20181212:22,2018-12-12,22,6032,0.9
20181212:23,2018-12-12,23,5581,1.0
20181213:0,2018-12-13,0,5237,0.2
20181213:1,2018-12-13,1,5076,0.1
20181213:2,2018-12-13,2,4974,-0.1
20181213:3,2018-12-13,3,4890,-0.2
20181213:4,2018-12-13,4,4932,0.0
20181213:5,2018-12-13,5,5168,0.1
20181213:6,2018-12-13,6,5686,0.2
20181213:7,2018-12-13,7,6254,0.2
20181213:8,2018-12-13,8,6420,-0.6
20181213:9,2018-12-13,9,6527,-0.8
20181213:10,2018-12-13,10,6620,-0.1
20181213:11,2018-12-13,11,6635,0.2
20181213:12,2018-12-13,12,6616,0.4
20181213:13,2018-12-13,13,6608,0.6
20181213:14,2018-12-13,14,6578,1.3
20181213:15,2018-12-13,15,6611,1.6
20181213:16,2018-12-13,16,6788,1.8
20181213:17,2018-12-13,17,6923,1.6
20181213:18,2018-12-13,18,6857,1.8
20181213:19,2018-12-13,19,6734,2.1
20181213:20,2018-12-13,20,6586,2.1
20181213:21,2018-12-13,21,6347,2.0
20181213:22,2018-12-13,22,5946,2.3
20181213:23,2018-12-13,23,5486,2.2
20181214:0,2018-12-14,0,5148,1.2
20181214:1,2018-12-14,1,4922,1.3
20181214:2,2018-12-14,2,4794,1.2
20181214:3,2018-12-14,3,4720,1.3
20181214:4,2018-12-14,4,4760,-0.9
20181214:5,2018-12-14,5,5012,0.1
20181214:6,2018-12-14,6,5513,0.6
20181214:7,2018-12-14,7,6149,1.6
20181214:8,2018-12-14,8,6348,2.5
20181214:9,2018-12-14,9,6458,3.0
20181214:10,2018-12-14,10,6529,3.2
20181214:11,2018-12-14,11,6551,3.2
20181214:12,2018-12-14,12,6528,3.7
20181214:13,2018-12-14,13,6465,4.0
20181214:14,2018-12-14,14,6415,4.2
20181214:15,2018-12-14,15,6368,4.6
20181214:16,2018-12-14,16,6560,4.7
20181214:17,2018-12-14,17,6674,4.8
20181214:18,2018-12-14,18,6558,4.9
20181214:19,2018-12-14,19,6426,5.0
20181214:20,2018-12-14,20,6282,3.0
20181214:21,2018-12-14,21,6073,4.7
20181214:22,2018-12-14,22,5731,3.8
20181214:23,2018-12-14,23,5317,2.0
20181215:0,2018-12-15,0,4983,0.5
20181215:1,2018-12-15,1,4746,1.1
20181215:2,2018-12-15,2,4602,0.8
20181215:3,2018-12-15,3,4534,0.5
20181215:4,2018-12-15,4,4524,0.5
20181215:5,2018-12-15,5,4610,0.4
20181215:6,2018-12-15,6,4821,0.8
20181215:7,2018-12-15,7,5119,0.2
20181215:8,2018-12-15,8,5372,0.2
20181215:9,2018-12-15,9,5631,1.3
20181215:10,2018-12-15,10,5785,2.5
20181215:11,2018-12-15,11,5883,3.1
20181215:12,2018-12-15,12,5866,3.4
20181215:13,2018-12-15,13,5837,3.8
20181215:14,2018-12-15,14,5808,3.8
20181215:15,2018-12-15,15,5799,3.5
20181215:16,2018-12-15,16,6015,3.3
20181215:17,2018-12-15,17,6251,2.9
20181215:18,2018-12-15,18,6182,2.8
20181215:19,2018-12-15,19,6021,2.8
20181215:20,2018-12-15,20,5863,1.7
20181215:21,2018-12-15,21,5679,2.0
20181215:22,2018-12-15,22,5410,1.0
20181215:23,2018-12-15,23,5110,1.3
20181216:0,2018-12-16,0,4835,1.3
20181216:1,2018-12-16,1,4622,0.7
20181216:2,2018-12-16,2,4453,0.3
20181216:3,2018-12-16,3,4361,0.7
20181216:4,2018-12-16,4,4335,0.4
20181216:5,2018-12-16,5,4402,-0.2
20181216:6,2018-12-16,6,4551,-0.4
20181216:7,2018-12-16,7,4773,-0.2
20181216:8,2018-12-16,8,5004,-0.2
20181216:9,2018-12-16,9,5290,0.0
20181216:10,2018-12-16,10,5493,0.7
20181216:11,2018-12-16,11,5595,0.4
20181216:12,2018-12-16,12,5588,1.4
20181216:13,2018-12-16,13,5529,3.0
20181216:14,2018-12-16,14,5528,3.8
20181216:15,2018-12-16,15,5574,3.4
20181216:16,2018-12-16,16,5790,3.1
20181216:17,2018-12-16,17,6242,2.1
20181216:18,2018-12-16,18,6246,1.9
20181216:19,2018-12-16,19,6130,1.9
20181216:20,2018-12-16,20,6010,1.4
20181216:21,2018-12-16,21,5798,1.7
20181216:22,2018-12-16,22,5473,1.7
20181216:23,2018-12-16,23,5105,1.6
20181217:0,2018-12-17,0,4806,1.4
20181217:1,2018-12-17,1,4615,0.8
20181217:2,2018-12-17,2,4506,0.3
20181217:3,2018-12-17,3,4470,0.9
20181217:4,2018-12-17,4,4533,1.7
20181217:5,2018-12-17,5,4788,1.3
20181217:6,2018-12-17,6,5329,0.7
20181217:7,2018-12-17,7,5965,0.8
20181217:8,2018-12-17,8,6207,1.4
20181217:9,2018-12-17,9,6348,2.0
20181217:10,2018-12-17,10,6448,2.6
20181217:11,2018-12-17,11,6515,2.6
20181217:12,2018-12-17,12,6514,2.3
20181217:13,2018-12-17,13,6528,2.4
20181217:14,2018-12-17,14,6509,2.4
20181217:15,2018-12-17,15,6530,2.3
20181217:16,2018-12-17,16,6704,2.2
20181217:17,2018-12-17,17,6925,1.6
20181217:18,2018-12-17,18,6881,1.2
20181217:19,2018-12-17,19,6781,0.8
20181217:20,2018-12-17,20,6630,0.6
20181217:21,2018-12-17,21,6368,0.3
20181217:22,2018-12-17,22,5952,-0.4
20181217:23,2018-12-17,23,5480,-0.2
20181218:0,2018-12-18,0,5130,-0.3
20181218:1,2018-12-18,1,4927,-1.0
20181218:2,2018-12-18,2,4814,-2.3
20181218:3,2018-12-18,3,4778,-2.8
20181218:4,2018-12-18,4,4861,-3.8
20181218:5,2018-12-18,5,5131,-4.6
20181218:6,2018-12-18,6,5656,-5.3
20181218:7,2018-12-18,7,6256,-6.0
20181218:8,2018-12-18,8,6385,-5.9
20181218:9,2018-12-18,9,6425,-5.5
20181218:10,2018-12-18,10,6437,-4.8
20181218:11,2018-12-18,11,6401,-3.8
20181218:12,2018-12-18,12,6335,-2.6
20181218:13,2018-12-18,13,6337,-1.9
20181218:14,2018-12-18,14,6333,-0.8
20181218:15,2018-12-18,15,6393,0.2
20181218:16,2018-12-18,16,6601,-1.3
20181218:17,2018-12-18,17,6953,-2.0
20181218:18,2018-12-18,18,6919,-2.3
20181218:19,2018-12-18,19,6821,-2.2
20181218:20,2018-12-18,20,6680,-1.9
20181218:21,2018-12-18,21,6445,-2.3
20181218:22,2018-12-18,22,6016,-2.4
20181218:23,2018-12-18,23,5548,-2.4
20181219:0,2018-12-19,0,5180,-2.6
20181219:1,2018-12-19,1,4953,-2.6
20181219:2,2018-12-19,2,4819,-2.6
20181219:3,2018-12-19,3,4764,-2.0
20181219:4,2018-12-19,4,4817,-1.9
20181219:5,2018-12-19,5,5036,-1.8
20181219:6,2018-12-19,6,5547,-1.5
20181219:7,2018-12-19,7,6121,-1.3
20181219:8,2018-12-19,8,6249,-0.8
20181219:9,2018-12-19,9,6290,0.7
20181219:10,2018-12-19,10,6333,2.0
20181219:11,2018-12-19,11,6320,2.8
20181219:12,2018-12-19,12,6201,3.8
20181219:13,2018-12-19,13,6215,5.9
20181219:14,2018-12-19,14,6276,4.8
20181219:15,2018-12-19,15,6323,5.5
20181219:16,2018-12-19,16,6469,4.8
20181219:17,2018-12-19,17,6744,3.8
20181219:18,2018-12-19,18,6698,3.1
20181219:19,2018-12-19,19,6605,2.5
20181219:20,2018-12-19,20,6470,2.1
20181219:21,2018-12-19,21,6233,2.5
20181219:22,2018-12-19,22,5829,1.8
20181219:23,2018-12-19,23,5387,1.1
20181220:0,2018-12-20,0,5016,1.0
20181220:1,2018-12-20,1,4811,0.6
20181220:2,2018-12-20,2,4691,0.5
20181220:3,2018-12-20,3,4639,0.6
20181220:4,2018-12-20,4,4697,0.8
20181220:5,2018-12-20,5,4931,0.2
20181220:6,2018-12-20,6,5418,1.6
20181220:7,2018-12-20,7,5992,1.8
20181220:8,2018-12-20,8,6171,2.1
20181220:9,2018-12-20,9,6249,2.6
20181220:10,2018-12-20,10,6277,3.7
20181220:11,2018-12-20,11,6361,4.2
20181220:12,2018-12-20,12,6368,4.6
20181220:13,2018-12-20,13,6365,4.3
20181220:14,2018-12-20,14,6281,5.1
20181220:15,2018-12-20,15,6304,5.1
20181220:16,2018-12-20,16,6489,4.9
20181220:17,2018-12-20,17,6675,4.5
20181220:18,2018-12-20,18,6618,4.1
20181220:19,2018-12-20,19,6514,3.7
20181220:20,2018-12-20,20,6408,3.4
20181220:21,2018-12-20,21,6195,3.3
20181220:22,2018-12-20,22,5815,2.9
20181220:23,2018-12-20,23,5354,3.0
20181221:0,2018-12-21,0,5009,3.0
20181221:1,2018-12-21,1,4792,3.1
20181221:2,2018-12-21,2,4643,3.5
20181221:3,2018-12-21,3,4566,3.8
20181221:4,2018-12-21,4,4586,3.6
20181221:5,2018-12-21,5,4772,3.0
20181221:6,2018-12-21,6,5230,2.9
20181221:7,2018-12-21,7,5811,2.9
20181221:8,2018-12-21,8,6057,2.8
20181221:9,2018-12-21,9,6166,2.8
20181221:10,2018-12-21,10,6228,3.1
20181221:11,2018-12-21,11,6235,3.7
20181221:12,2018-12-21,12,6155,4.0
20181221:13,2018-12-21,13,6088,4.9
20181221:14,2018-12-21,14,6042,4.8
20181221:15,2018-12-21,15,6030,4.6
20181221:16,2018-12-21,16,6218,3.8
20181221:17,2018-12-21,17,6462,3.4
20181221:18,2018-12-21,18,6397,2.8
20181221:19,2018-12-21,19,6274,2.4
20181221:20,2018-12-21,20,6165,1.7
20181221:21,2018-12-21,21,5968,0.6
20181221:22,2018-12-21,22,5650,0.4
20181221:23,2018-12-21,23,5242,-0.3
20181222:0,2018-12-22,0,4907,-0.6
20181222:1,2018-12-22,1,4691,-1.0
20181222:2,2018-12-22,2,4554,-1.2
20181222:3,2018-12-22,3,4474,-1.3
20181222:4,2018-12-22,4,4487,-1.5
20181222:5,2018-12-22,5,4566,-1.7
20181222:6,2018-12-22,6,4750,-2.0
20181222:7,2018-12-22,7,5026,-1.9
20181222:8,2018-12-22,8,5296,-2.0
20181222:9,2018-12-22,9,5560,-2.1
20181222:10,2018-12-22,10,5747,-1.7
20181222:11,2018-12-22,11,5871,-1.3
20181222:12,2018-12-22,12,5865,-1.1
20181222:13,2018-12-22,13,5825,-0.7
20181222:14,2018-12-22,14,5821,-0.3
20181222:15,2018-12-22,15,5835,-0.6
20181222:16,2018-12-22,16,6016,-0.8
20181222:17,2018-12-22,17,6249,-1.4
20181222:18,2018-12-22,18,6198,-1.8
20181222:19,2018-12-22,19,6080,-1.7
20181222:20,2018-12-22,20,5956,-1.8
20181222:21,2018-12-22,21,5786,-1.8
20181222:22,2018-12-22,22,5496,-1.8
20181222:23,2018-12-22,23,5180,-1.9
20181223:0,2018-12-23,0,4891,-1.9
20181223:1,2018-12-23,1,4664,-1.7
20181223:2,2018-12-23,2,4509,-1.7
20181223:3,2018-12-23,3,4427,-1.5
20181223:4,2018-12-23,4,4404,-1.3
20181223:5,2018-12-23,5,4445,-1.4
20181223:6,2018-12-23,6,4574,-1.3
20181223:7,2018-12-23,7,4778,-1.1
20181223:8,2018-12-23,8,5001,-1.2
20181223:9,2018-12-23,9,5286,-0.8
20181223:10,2018-12-23,10,5496,-0.6
20181223:11,2018-12-23,11,5624,-0.3
20181223:12,2018-12-23,12,5688,-0.1
20181223:13,2018-12-23,13,5698,0.1
20181223:14,2018-12-23,14,5703,0.0
20181223:15,2018-12-23,15,5757,0.0
20181223:16,2018-12-23,16,5960,-0.1
20181223:17,2018-12-23,17,6175,0.0
20181223:18,2018-12-23,18,6120,0.2
20181223:19,2018-12-23,19,6009,0.1
20181223:20,2018-12-23,20,5886,0.3
20181223:21,2018-12-23,21,5697,0.5
20181223:22,2018-12-23,22,5432,0.5
20181223:23,2018-12-23,23,5112,0.2
20181224:0,2018-12-24,0,4802,0.2
20181224:1,2018-12-24,1,4577,0.0
20181224:2,2018-12-24,2,4420,-0.3
20181224:3,2018-12-24,3,4355,-0.3
20181224:4,2018-12-24,4,4372,-0.3
20181224:5,2018-12-24,5,4493,-0.1
20181224:6,2018-12-24,6,4760,0.2
20181224:7,2018-12-24,7,5089,0.2
20181224:8,2018-12-24,8,5314,0.1
20181224:9,2018-12-24,9,5541,0.3
20181224:10,2018-12-24,10,5694,0.6
20181224:11,2018-12-24,11,5773,1.2
20181224:12,2018-12-24,12,5787,1.3
20181224:13,2018-12-24,13,5741,1.0
20181224:14,2018-12-24,14,5622,0.6
20181224:15,2018-12-24,15,5563,1.5
20181224:16,2018-12-24,16,5728,1.0
20181224:17,2018-12-24,17,5959,0.8
20181224:18,2018-12-24,18,5807,0.6
20181224:19,2018-12-24,19,5610,0.8
20181224:20,2018-12-24,20,5453,-1.0
20181224:21,2018-12-24,21,5291,-0.4
20181224:22,2018-12-24,22,5087,-0.7
20181224:23,2018-12-24,23,4848,-1.0
20181225:0,2018-12-25,0,4608,-3.0
20181225:1,2018-12-25,1,4412,-1.8
20181225:2,2018-12-25,2,4266,-1.6
20181225:3,2018-12-25,3,4195,-1.6
20181225:4,2018-12-25,4,4185,-1.5
20181225:5,2018-12-25,5,4233,-1.8
20181225:6,2018-12-25,6,4357,-1.8
20181225:7,2018-12-25,7,4532,-2.0
20181225:8,2018-12-25,8,4711,-2.4
20181225:9,2018-12-25,9,4909,-2.1
20181225:10,2018-12-25,10,5031,-1.5
20181225:11,2018-12-25,11,5106,-0.8
20181225:12,2018-12-25,12,5146,-0.1
20181225:13,2018-12-25,13,5163,0.0
20181225:14,2018-12-25,14,5175,-0.4
20181225:15,2018-12-25,15,5248,-0.6
20181225:16,2018-12-25,16,5396,-0.5
20181225:17,2018-12-25,17,5510,-0.6
20181225:18,2018-12-25,18,5380,-0.5
20181225:19,2018-12-25,19,5247,-0.5
20181225:20,2018-12-25,20,5165,-1.3
20181225:21,2018-12-25,21,5096,-0.8
20181225:22,2018-12-25,22,4944,-1.2
20181225:23,2018-12-25,23,4724,-3.1
20181226:0,2018-12-26,0,4500,-2.1
20181226:1,2018-12-26,1,4325,-1.6
20181226:2,2018-12-26,2,4205,-2.2
20181226:3,2018-12-26,3,4157,-3.0
20181226:4,2018-12-26,4,4168,-1.9
20181226:5,2018-12-26,5,4252,-1.5
20181226:6,2018-12-26,6,4425,-1.3
20181226:7,2018-12-26,7,4596,-1.2
20181226:8,2018-12-26,8,4698,-1.4
20181226:9,2018-12-26,9,4888,-0.8
20181226:10,2018-12-26,10,5097,-0.2
20181226:11,2018-12-26,11,5219,0.6
20181226:12,2018-12-26,12,5283,1.1
20181226:13,2018-12-26,13,5260,1.7
20181226:14,2018-12-26,14,5231,1.9
20181226:15,2018-12-26,15,5275,2.1
20181226:16,2018-12-26,16,5542,1.8
20181226:17,2018-12-26,17,5788,-0.2
20181226:18,2018-12-26,18,5774,-0.7
20181226:19,2018-12-26,19,5704,-1.1
20181226:20,2018-12-26,20,5619,-1.6
20181226:21,2018-12-26,21,5478,-2.0
20181226:22,2018-12-26,22,5254,-2.3
20181226:23,2018-12-26,23,4961,-3.2
20181227:0,2018-12-27,0,4721,-4.8
20181227:1,2018-12-27,1,4547,-6.0
20181227:2,2018-12-27,2,4448,-6.2
20181227:3,2018-12-27,3,4421,-6.9
20181227:4,2018-12-27,4,4448,-6.9
20181227:5,2018-12-27,5,4615,-6.9
20181227:6,2018-12-27,6,4958,-6.8
20181227:7,2018-12-27,7,5345,-6.3
20181227:8,2018-12-27,8,5614,-6.2
20181227:9,2018-12-27,9,5823,-5.2
20181227:10,2018-12-27,10,5979,-3.9
20181227:11,2018-12-27,11,6035,-3.0
20181227:12,2018-12-27,12,6032,-0.2
20181227:13,2018-12-27,13,6037,-0.2
20181227:14,2018-12-27,14,6018,-0.9
20181227:15,2018-12-27,15,6038,-0.7
20181227:16,2018-12-27,16,6199,-0.6
20181227:17,2018-12-27,17,6408,-0.2
20181227:18,2018-12-27,18,6336,0.5
20181227:19,2018-12-27,19,6233,1.2
20181227:20,2018-12-27,20,6070,1.9
20181227:21,2018-12-27,21,5841,2.3
20181227:22,2018-12-27,22,5496,2.5
20181227:23,2018-12-27,23,5156,2.5
20181228:0,2018-12-28,0,4830,2.7
20181228:1,2018-12-28,1,4606,2.8
20181228:2,2018-12-28,2,4459,3.4
20181228:3,2018-12-28,3,4369,4.1
20181228:4,2018-12-28,4,4355,4.8
20181228:5,2018-12-28,5,4473,5.4
20181228:6,2018-12-28,6,4755,6.8
20181228:7,2018-12-28,7,5089,8.1
20181228:8,2018-12-28,8,5329,8.8
20181228:9,2018-12-28,9,5501,8.0
20181228:10,2018-12-28,10,5639,7.9
20181228:11,2018-12-28,11,5692,8.6
20181228:12,2018-12-28,12,5715,11.0
20181228:13,2018-12-28,13,5667,11.6
20181228:14,2018-12-28,14,5576,12.1
20181228:15,2018-12-28,15,5575,12.4
20181228:16,2018-12-28,16,5675,12.1
20181228:17,2018-12-28,17,5904,11.4
20181228:18,2018-12-28,18,5831,11.3
20181228:19,2018-12-28,19,5726,10.0
20181228:20,2018-12-28,20,5603,9.8
20181228:21,2018-12-28,21,5415,8.8
20181228:22,2018-12-28,22,5147,5.8
20181228:23,2018-12-28,23,4822,4.7
20181229:0,2018-12-29,0,4551,3.6
20181229:1,2018-12-29,1,4355,2.7
20181229:2,2018-12-29,2,4222,2.1
20181229:3,2018-12-29,3,4166,1.9
20181229:4,2018-12-29,4,4168,1.5
20181229:5,2018-12-29,5,4255,0.7
20181229:6,2018-12-29,6,4441,-0.2
20181229:7,2018-12-29,7,4699,-1.3
20181229:8,2018-12-29,8,4938,-2.0
20181229:9,2018-12-29,9,5225,-2.8
20181229:10,2018-12-29,10,5445,-3.4
20181229:11,2018-12-29,11,5471,-3.6
20181229:12,2018-12-29,12,5543,-2.9
20181229:13,2018-12-29,13,5572,-3.4
20181229:14,2018-12-29,14,5443,-3.2
20181229:15,2018-12-29,15,5456,-2.9
20181229:16,2018-12-29,16,5653,-3.5
20181229:17,2018-12-29,17,6054,-4.8
